"item_name","bullet_point","product_type","product_category","link","color","material","item_id","primary_key","item_keywords"
"Estante de pared cubo 25x25 en madera reciclada color verde Evan","El estante cubo Evan 25x25 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/435-estante-de-pared-cubo-25x25-en-madera-reciclada-color-verde?channable=04a95469640034333553","Verde","Madera reciclada","EV-0011V","435","Estante de pared cubo 25x25 en madera reciclada color verde"
"Estante de pared cubo 40x40 en madera reciclada color blanco Evan","El estante cubo Evan 40x40 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/436-estante-de-pared-cubo-40x40-en-madera-reciclada-color-blanco?channable=04a95469640034333654","Blanco","Madera reciclada","EV-0012B","436","Estante de pared cubo 40x40 en madera reciclada color blanco"
"Estante de pared cubo 40x40 en madera reciclada color gris Evan","El estante cubo Evan 40x40 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/437-estante-de-pared-cubo-40x40-en-madera-reciclada-color-gris?channable=04a95469640034333755","Gris","Madera reciclada","EV-0012G","437","Estante de pared cubo 40x40 en madera reciclada color gris"
"Estante de pared cubo 40x40 en madera reciclada color verde Evan","El estante cubo Evan 40x40 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/438-estante-de-pared-cubo-40x40-en-madera-reciclada-color-verde?channable=04a95469640034333856","Verde","Madera reciclada","EV-0012V","438","Estante de pared cubo 40x40 en madera reciclada color verde"
"Estante de pared 40x60 cm en madera reciclada blanco Evan","El estante cubo doble Evan fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de doble cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/439-estante-de-pared-40x60-cm-en-madera-reciclada-blanco?channable=04a95469640034333957","Blanco","Madera reciclada","EV-0013B","439","Estante de pared 40x60 cm en madera reciclada blanco"
"Estante de pared 40x60 cm en madera reciclada verde Evan","El estante cubo doble Evan fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de doble cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/441-estante-de-pared-40x60-cm-en-madera-reciclada-verde?channable=04a954696400343431cf","Verde","Madera reciclada","EV-0013V","441","Estante de pared 40x60 cm en madera reciclada verde"
"Estante de pared rectangular 50x12 en madera reciclada blanco Evan","El estante rectangular Evan 50x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/442-estante-de-pared-rectangular-50x12-en-madera-reciclada-blanco?channable=04a954696400343432d0","Blanco","Madera reciclada","EV-0016B","442","Estante de pared rectangular 50x12 en madera reciclada blanco"
"Estante de pared rectangular 50x12 en madera reciclada gris Evan","El estante rectangular Evan 50x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/443-estante-de-pared-rectangular-50x12-en-madera-reciclada-gris?channable=04a954696400343433d1","Gris","Madera reciclada","EV-0016G","443","Estante de pared rectangular 50x12 en madera reciclada gris"
"Estante de pared rectangular 50x12 en madera reciclada verde Evan","El estante rectangular Evan 50x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/444-estante-de-pared-rectangular-50x12-en-madera-reciclada-verde?channable=04a954696400343434d2","Verde","Madera reciclada","EV-0016V","444","Estante de pared rectangular 50x12 en madera reciclada verde"
"Estante de pared rectangular 80x12 en madera reciclada blanco Evan","El estante rectangular Evan 80x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/445-estante-de-pared-rectangular-80x12-en-madera-reciclada-blanco?channable=04a954696400343435d3","Blanco","Madera reciclada","EV-0017B","445","Estante de pared rectangular 80x12 en madera reciclada blanco"
"Estante de pared rectangular 80x12 en madera reciclada gris Evan","El estante rectangular Evan 80x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/446-estante-de-pared-rectangular-80x12-en-madera-reciclada-gris?channable=04a954696400343436d4","Gris","Madera reciclada","EV-0017G","446","Estante de pared rectangular 80x12 en madera reciclada gris"
"Estante de pared rectangular 80x12 en madera reciclada verde Evan","El estante rectangular Evan 80x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/447-estante-de-pared-rectangular-80x12-en-madera-reciclada-verde?channable=04a954696400343437d5","Verde","Madera reciclada","EV-0017V","447","Estante de pared rectangular 80x12 en madera reciclada verde"
"Mesita de noche gris flotante en madera reciclada Evan","La mesita de noche blanca en madera Evan sorprende por la originalidad de su diseño inspirado en un estilo puramente natural. Está fabricada en madera, por artesanos. De esta forma estamos contribuyendo al fomento del comercio local. Para su colocación necesita anclarse a la pared. La puedes encontrar en otros colores.","Mesita flotante","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/448-mesita-de-noche-gris-flotante-en-madera-reciclada?channable=04a954696400343438d6","Gris","Madera reciclada","EV-0015G","448","Mesita de noche gris flotante en madera reciclada"
"Mesita de noche efecto madera Bremen","La mesita de noche Bremen es muy estilosa. Cuenta con dos cajones que te permitirán poner orden y contar con almacenamiento. De diseño industrial, esta mesita de noche de color roble cuenta con unas patas fabricadas en metal que darán ese toque tan de tendencia.","Mesita con patas","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/449-mesita-de-noche-efecto-madera?channable=04a954696400343439d7","Natural","Madera y metal","SC-0001","449","Mesita de noche efecto madera"
"Cómoda color natural de 4 cajones Bremen","La cómoda Bremen es pura originalidad. Sus 4 cajones te permitirán tener todas tus cosas ordenadas. Su diseño sencillo combina líneas rectas con unas originales patas redondas que le aportan un aire industrial por los cuatro costados. ¡Una bonita cómoda que no dejará indiferente a nadie! Para mayor estabilidad del mueble, asonsejamos su anclaje a la pared.","Cómoda","Inicio > Dormitorio > Cómodas","https://klasthome.com/es/comodas/450-comoda-color-natural-de-4-cajones?channable=04a9546964003435304f","Natural","Madera y metal","SC-0002","450","Cómoda color natural de 4 cajones"
"Mesita de noche efecto madera y negro Copenhague","La mesita de noche Copenhague llega pisando fuerte. Es una mesita que derrocha personalidad. Cuenta con dos cajones que te permitirán poner orden y contar con almacenamiento. De diseño industrial, esta mesita de noche combina dos colores que quedarán geniales en tu dormitorio. ¡Y es que el color roble y negro confluyen a la perfección!","Mesita con patas","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/451-mesita-de-noche-efecto-madera-y-negro?channable=04a95469640034353150","Negro","Madera y metal","SC-0007","451","Mesita de noche efecto madera y negro"
"Cómoda color natural y negro de 4 cajones Copenhague","La cómoda Copenhague te ayudará a mantener el orden sin perder el estilo. Es elegante, atrevida y sofisticada. Combina dos colores que funcionan siempre a la perfección, el color natural y el negro. Un mueble de estilo industrial con mucha personalidad. Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared.","Cómoda","Inicio > Dormitorio > Cómodas","https://klasthome.com/es/comodas/452-comoda-color-natural-y-negro-de-4-cajones?channable=04a95469640034353251","Negro","Madera y metal","SC-0008","452","Cómoda color natural y negro de 4 cajones"
"Jarrón de cerámica blanco Onos","El jarrón de cerámica Onos es un objeto de decoración que aportará un toque sofisticado a cualquier estancia. Su estilo natural hace que combine a la perfección con cualquier estilo.","Jarrón decorativo","Inicio > Decoración > Objetos de decoración > Jarrones","https://klasthome.com/es/jarrones/453-jarron-de-ceramica-blanco?channable=04a95469640034353352","Blanco","Ceramica","IT-0057","453","Jarrón de cerámica blanco"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color gris Turín","El cabecero de cama Turín está hecho a mano por artesanos locales por lo que cada pieza es única. Está fabricado en madera reciclada, un material noble que aporta calidez a tu dormitorio. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/456-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-gris?channable=04a95469640034353655","Gris","Madera reciclada","PR-0004G","456","Cabecero en madera reciclada para cama de 135, 150 y 160 color gris"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color verde Turín","El cabecero de cama Turín está hecho a mano por artesanos locales por lo que cada pieza es única. Está fabricado en madera reciclada, un material noble que aporta calidez a tu dormitorio. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/457-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-verde?channable=04a95469640034353756","Verde","Madera reciclada","PR-0004V","457","Cabecero en madera reciclada para cama de 135, 150 y 160 color verde"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color verde Capri","El cabecero de cama Capri es de fabricación totalmente artesanal. Esto hace que cada pieza sea única y personal y que tenga ese encanto propio de lo original. Está fabricado en madera reciclada y su diseño enmarcado arroja estilo. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/458-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-verde?channable=04a95469640034353857","Verde","Madera reciclada","PR-0005V","458","Cabecero en madera reciclada para cama de 135, 150 y 160 color verde"
"Cabecero tapizado para cama de 135, 150 y 160 color gris Ayari","El cabecero de cama tapizado Ayari triunfará allá donde lo pongas ya que que se adapta a cualquier estilo. Personaliza tu dormitorio con este bonito cabecero disponible en varios colores. Se puede utilizar con camas de 135, 150 y 160 cm. Requiere anclaje a la pared y la tornillería no está incluída.","Cabecero tapizado","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/461-cabecero-tapizado-para-cama-de-135-150-y-160-color-gris?channable=04a954696400343631d0","Gris","Tejido","PM-0004G","461","Cabecero tapizado para cama de 135, 150 y 160 color gris"
"Silla de comedor tapizada beige con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/462-silla-de-comedor-tapizada-beige-con-pata-negra?channable=04a954696400343632d1","Beige","Tela","GD-0001BE","462","Silla de comedor tapizada beige con pata negra"
"Silla de comedor tapizada verde con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/463-silla-de-comedor-tapizada-verde-con-pata-negra?channable=04a954696400343633d2","Verde","Tela","GD-0001V","463","Silla de comedor tapizada verde con pata negra"
"Silla de comedor tapizada mostaza con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/464-silla-de-comedor-tapizada-mostaza-con-pata-negra?channable=04a954696400343634d3","Mostaza","Tela","GD-0001MO","464","Silla de comedor tapizada mostaza con pata negra"
"Silla de comedor tapizada gris con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/465-silla-de-comedor-tapizada-gris-con-pata-negra?channable=04a954696400343635d4","Gris","Tela","GD-0001G","465","Silla de comedor tapizada gris con pata negra"
"Silla de comedor terciopelo beige con pata natural Ellis","La silla de comedor tapizada en terciopelo Ellis con pata metálica efecto madera se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/466-silla-de-comedor-terciopelo-beige-con-pata-natural?channable=04a954696400343636d5","Beige","Terciopelo","GD-0002BE","466","Silla de comedor terciopelo beige con pata natural"
"Silla de comedor terciopelo azul teal con pata natural Ellis","La silla de comedor tapizada en terciopelo Ellis con pata metálica efecto madera se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/467-silla-de-comedor-terciopelo-azul-teal-con-pata-natural?channable=04a954696400343637d6","Azul Teal","Terciopelo","GD-0002AT","467","Silla de comedor terciopelo azul teal con pata natural"
"Silla de comedor tapizada beige con pata negra Ellis","La silla de comedor tapizada en poliéster Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/468-silla-de-comedor-tapizada-beige-con-pata-negra?channable=04a954696400343638d7","Beige","Tela","GD-0003BE","468","Silla de comedor tapizada beige con pata negra"
"Silla de comedor tapizada gris con pata negra Ellis","La silla de comedor tapizada en poliéster Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/469-silla-de-comedor-tapizada-gris-con-pata-negra?channable=04a954696400343639d8","Gris","Tela","GD-0003G","469","Silla de comedor tapizada gris con pata negra"
"Silla de comedor tapizada verde oscuro con pata negra Ellis","La silla de comedor tapizada en poliéster Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/470-silla-de-comedor-tapizada-verde-oscuro-con-pata-negra?channable=04a95469640034373050","Verde Oscuro","Tela","GD-0003VO","470","Silla de comedor tapizada verde oscuro con pata negra"
"Mesa de comedor rectangular blanca Gless","La mesa de comedor rectangular Gless es de estilo nórdico y minimalista. Se convierte en la elección segura si eres un apasionado del diseño escandinavo y tienes un espacio reducido.
De líneas rectas, con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. 
Es apta para 4 comensales por lo que podrás vivirla y compartila con familiares y amigos en estancias como la cocina, el comedor o incluso convertila en una mesa de despacho.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/473-mesa-de-comedor-rectangular-blanca?channable=04a95469640034373353","Blanco","Madera y metal","GD-0021","473","Mesa de comedor rectangular blanca"
"Mesa de comedor cuadrada blanca Gless","La mesa de comedor cuadrada Gless, es de estilo nórdico y minimalista. Se convierte en la elección segura si eres un apasionado del diseño escandinavo.
De líneas rectas, con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. 
Es apta para 4 comensales por lo que podrás vivirla y compartila con familiares y amigos en estancias como la cocina y el salón comedor. También es la elección perfecta para hostelería.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/474-mesa-de-comedor-cuadrada-blanca?channable=04a95469640034373454","Blanco","Madera y metal","GD-0022","474","Mesa de comedor cuadrada blanca"
"Mesa de comedor rectangular blanca Laok","La mesa de comedor rectangular Laok es de estilo nórdico y minimalista. Se convierte en la elección segura si eres un apasionado del diseño escandinavo.
De líneas rectas, con sobre blanco y patas en acabado natural, esta mesa se convierte en la protagonista de tu salón comedor. 
Es apta para 6 comensales por lo que podrás vivirla y compartila con familiares y amigos en estancias como la cocina, el salón comedor o incluso como una mesa de reuniones en la oficina.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/475-mesa-de-comedor-rectangular-blanca?channable=04a95469640034373555","Blanco","Madera y metal","GD-0023","475","Mesa de comedor rectangular blanca"
"Mesa de comedor 80D redonda blanca Cory","La mesa de comedor redonda Cory es de estilo vintage, aunque al ser un diseño emblemático se convierte en una pieza puramente contemporánea y moderna. 
Sus curvas retro, líneas depuradas y su acabado blanco aportan luminosidad y amplitud. Su pata en forma de tulipa central, hace que todas las sillas quepan con fluidez. Es apta para 4 comensales por lo que podrás vivirla y compartila con familiares y amigos en tu salón comedor, en la cocina, en tu bar o restaurante o incluso en la oficina como mesa de reuniones circular. Su reducido tamaño la hace una pieza multifuncional.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/476-mesa-de-comedor-80d-redonda-blanca?channable=04a95469640034373656","Blanco","Madera y metal","GD-0025","476","Mesa de comedor 80D redonda blanca"
"Mesa auxiliar de metal color negro Maika","La mesa auxiliar Maika de estilo moderno y minimalista será el complemento ideal de tu decoración. Realizada en metal y lacada en negro es el complemento ideal para tu butaca o salón. Puedes usarla también como una estilosa mesita de noche y darle a tu dormitorio mucha personalidad.","Mesa auxiliar","Inicio > Mesas > Mesas auxiliares","https://klasthome.com/es/mesas-auxiliares/477-mesa-auxiliar-de-metal-color-negro?channable=04a95469640034373757","Negro","Metal","GD-0026NE","477","Mesa auxiliar de metal color negro"
"Silla de comedor tapizada beige Robbie","La silla de comedor Robbie en tapizado en poliéster y pata metálica negra es capaz de transformar por completo la decoración de tu comedor aportando un extra de elegancia y sofisticación. Diseñada para adaptarse a nuestro cuerpo, su asiento está fabricado en una única y ergonómica pieza que destaca por su cómoda sentada. Una silla de comedor de estilo contemporáneo que se ha convertido en todo un icono de modernidad y actualidad.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/479-silla-de-comedor-tapizada-beige?channable=04a95469640034373959","Beige","Tela","GD-0005BE","479","Silla de comedor tapizada beige"
"Silla de comedor tapizada gris Robbie","La silla de comedor Robbie en tapizado en poliéster y pata metálica negra es capaz de transformar por completo la decoración de tu comedor aportando un extra de elegancia y sofisticación. Diseñada para adaptarse a nuestro cuerpo, su asiento está fabricado en una única y ergonómica pieza que destaca por su cómoda sentada. Una silla de comedor de estilo contemporáneo que se ha convertido en todo un icono de modernidad y actualidad.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/480-silla-de-comedor-tapizada-gris?channable=04a954696400343830d0","Gris","Tela","GD-0005G","480","Silla de comedor tapizada gris"
"Silla de comedor tapizada beige pata negra Agnes","La silla de comedor Agnes tapizada en poliéster y con pata metálica negra presenta un diseño con un aire vintage y líneas completamente atemporales. Además de aportar elegancia y personalidad a tu comedor, su pequeña forma recogida en la zona lumbar le da una comodidad que hará de ella tu mejor aliada en las más largas sobremesas con familia o amigos.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/483-silla-de-comedor-tapizada-beige-pata-negra?channable=04a954696400343833d3","Beige","Tela","GD-0008BE","483","Silla de comedor tapizada beige pata negra"
"Silla de comedor tapizada beige Eryn","La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/484-silla-de-comedor-tapizada-beige?channable=04a954696400343834d4","Beige","Tela","GD-0009BE","484","Silla de comedor tapizada beige"
"Silla de comedor tapizada gris Eryn","La silla de comedor Eryn en tapizado de poliéster se trata de una gran elección para aquellos que estén buscando un diseño sofisticado y funcional que pueda servir como silla de comedor o de escritorio. Sus patas metálicas negras junto con sus 4 diferentes tonalidades disponibles, le dan ese aire elegante y de tendencia que hará de esta silla la elección preferida para aquellos amantes del estilo industrial o moderno.","Silla tapizada","Inicio > Sillas > Sillas de comedor y cocina","https://klasthome.com/es/sillas-de-comedor-y-cocina/485-silla-de-comedor-tapizada-gris?channable=04a954696400343835d5","Gris","Tela","GD-0009G","485","Silla de comedor tapizada gris"
